lottery_draw_number,ds,lottery_result_front_2,lottery_result_front_3,lottery_result_front_4,lottery_result_front_5,lottery_result_back_1,lottery_result_back_2,lottery_draw_date
14142,18,21,25,28,30,4,6,2010/7/28
14143,1,11,14,18,25,6,10,2010/7/29
14144,1,21,24,25,35,4,11,2010/7/30
14145,15,19,22,24,26,10,11,2010/7/31
14146,2,16,23,24,28,10,11,2010/8/1
14147,5,9,14,26,34,2,9,2010/8/2
14148,3,9,10,11,20,7,9,2010/8/3
14149,2,13,19,26,35,1,5,2010/8/4
14150,19,21,30,33,35,5,7,2010/8/5
14151,3,8,26,31,32,8,12,2010/8/6
14152,5,12,18,24,33,1,5,2010/8/7
14153,1,8,13,24,32,5,10,2010/8/8
14154,5,12,17,23,28,2,9,2010/8/9
15001,8,9,19,27,30,6,7,2010/8/10
15002,3,14,20,26,32,6,10,2010/8/11
15003,12,19,27,28,34,1,12,2010/8/12
15004,3,12,14,18,28,5,6,2010/8/13
15005,11,14,15,18,19,7,8,2010/8/14
15006,6,8,30,32,33,3,7,2010/8/15
15007,2,7,8,14,31,4,8,2010/8/16
15008,7,10,11,15,17,3,10,2010/8/17
15009,17,22,26,27,33,6,10,2010/8/18
15010,2,6,17,30,35,2,7,2010/8/19
15011,4,13,22,25,30,1,6,2010/8/20
15012,3,4,6,11,31,5,9,2010/8/21
15013,11,15,25,28,35,7,10,2010/8/22
15014,8,16,25,29,35,3,10,2010/8/23
15015,1,5,13,17,32,4,11,2010/8/24
15016,6,7,16,20,34,9,11,2010/8/25
15017,7,13,16,17,29,1,7,2010/8/26
15018,4,7,10,23,31,3,7,2010/8/27
15019,2,8,16,22,24,1,3,2010/8/28
15020,11,26,28,29,32,1,4,2010/8/29
15021,22,23,24,26,31,5,6,2010/8/30
15022,9,11,14,15,26,11,12,2010/8/31
15023,6,9,11,12,22,3,11,2010/9/1
15024,2,6,8,16,34,3,4,2010/9/2
15025,7,10,20,22,27,10,11,2010/9/3
15026,11,13,14,15,22,2,8,2010/9/4
15027,5,21,22,25,28,3,10,2010/9/5
15028,3,9,28,32,33,9,10,2010/9/6
15029,7,10,19,30,35,3,5,2010/9/7
15030,9,18,19,26,31,2,5,2010/9/8
15031,7,21,29,32,33,4,12,2010/9/9
15032,6,21,25,27,30,7,11,2010/9/10
15033,3,17,22,26,28,3,7,2010/9/11
15034,4,8,15,18,26,5,9,2010/9/12
15035,22,24,29,30,35,1,10,2010/9/13
15036,14,18,20,23,24,4,8,2010/9/14
15037,10,16,21,28,31,7,8,2010/9/15
15038,12,19,22,31,35,7,8,2010/9/16
15039,3,6,7,16,25,1,6,2010/9/17
15040,2,9,10,23,35,9,12,2010/9/18
15041,1,11,21,23,28,1,10,2010/9/19
15042,3,7,12,17,24,2,11,2010/9/20
15043,2,20,22,25,29,2,7,2010/9/21
15044,16,18,27,31,33,1,3,2010/9/22
15045,8,9,22,29,30,8,12,2010/9/23
15046,5,7,10,22,26,4,10,2010/9/24
15047,1,2,17,23,31,5,12,2010/9/25
15048,10,11,22,24,33,2,9,2010/9/26
15049,8,9,11,15,22,8,10,2010/9/27
15050,6,7,10,20,28,2,7,2010/9/28
15051,1,2,11,16,21,1,5,2010/9/29
15052,13,19,24,27,29,7,8,2010/9/30
15053,8,25,28,29,32,4,7,2010/10/1
15054,2,9,15,24,34,3,9,2010/10/2
15055,6,11,14,20,30,5,10,2010/10/3
15056,6,12,19,26,35,3,10,2010/10/4
15057,1,5,7,14,26,4,6,2010/10/5
15058,10,14,20,27,30,7,12,2010/10/6
15059,7,9,19,23,32,1,3,2010/10/7
15060,16,24,25,26,33,4,11,2010/10/8
15061,6,7,8,16,22,2,10,2010/10/9
15062,6,7,13,14,15,1,4,2010/10/10
15063,1,4,6,34,35,2,4,2010/10/11
15064,2,8,20,28,31,7,10,2010/10/12
15065,4,5,7,13,35,8,11,2010/10/13
15066,1,3,7,13,29,2,10,2010/10/14
15067,4,10,18,24,27,4,11,2010/10/15
15068,2,3,20,31,35,4,8,2010/10/16
15069,2,9,11,22,25,1,7,2010/10/17
15070,3,9,12,17,18,4,12,2010/10/18
15071,4,6,13,16,34,4,10,2010/10/19
15072,19,20,21,31,33,9,10,2010/10/20
15073,9,26,27,30,34,1,6,2010/10/21
15074,1,12,21,27,33,4,9,2010/10/22
15075,13,14,26,27,33,10,12,2010/10/23
15076,3,19,21,31,34,5,12,2010/10/24
15077,1,16,17,22,28,2,9,2010/10/25
15078,19,24,26,28,33,1,2,2010/10/26
15079,1,9,17,23,24,4,5,2010/10/27
15080,14,20,29,30,32,3,8,2010/10/28
15081,3,4,10,13,17,5,9,2010/10/29
15082,8,15,28,31,33,3,6,2010/10/30
15083,14,16,19,25,29,10,12,2010/10/31
15084,10,20,21,32,34,6,7,2010/11/1
15085,2,3,4,6,16,3,12,2010/11/2
15086,5,9,11,15,32,4,9,2010/11/3
15087,2,5,15,17,22,1,11,2010/11/4
15088,5,15,28,31,34,11,12,2010/11/5
15089,5,12,18,20,27,10,12,2010/11/6
15090,6,9,11,17,21,6,8,2010/11/7
15091,2,7,28,29,30,3,7,2010/11/8
15092,2,14,21,27,34,5,8,2010/11/9
15093,16,17,25,26,27,2,4,2010/11/10
15094,2,3,10,11,29,3,7,2010/11/11
15095,8,14,26,34,35,5,10,2010/11/12
15096,3,9,12,18,21,2,6,2010/11/13
15097,4,16,17,26,27,1,4,2010/11/14
15098,9,14,21,27,33,6,9,2010/11/15
15099,9,12,14,22,25,5,10,2010/11/16
15100,9,15,18,23,32,5,7,2010/11/17
15101,6,12,17,18,32,7,12,2010/11/18
15102,11,14,15,33,34,3,12,2010/11/19
15103,7,9,15,25,34,4,10,2010/11/20
15104,16,19,25,30,34,4,9,2010/11/21
15105,8,9,15,21,27,5,9,2010/11/22
15106,2,11,13,22,30,2,3,2010/11/23
15107,3,23,25,28,29,6,7,2010/11/24
15108,1,13,16,26,31,7,12,2010/11/25
15109,1,6,11,22,31,3,12,2010/11/26
15110,2,7,10,22,30,7,11,2010/11/27
15111,7,8,16,24,28,3,10,2010/11/28
15112,4,5,15,19,28,4,11,2010/11/29
15113,1,14,21,29,33,2,10,2010/11/30
15114,9,18,24,31,34,2,10,2010/12/1
15115,8,12,13,14,16,3,9,2010/12/2
15116,7,10,19,24,33,3,7,2010/12/3
15117,6,17,20,30,33,10,11,2010/12/4
15118,3,7,20,24,31,4,9,2010/12/5
15119,1,8,12,16,21,6,11,2010/12/6
15120,1,9,15,24,32,5,10,2010/12/7
15121,2,4,17,27,28,4,6,2010/12/8
15122,11,13,15,26,35,6,11,2010/12/9
15123,4,15,27,29,30,2,10,2010/12/10
15124,4,6,12,31,32,3,6,2010/12/11
15125,2,3,15,17,28,8,10,2010/12/12
15126,4,5,8,9,21,3,6,2010/12/13
15127,9,11,14,19,30,3,8,2010/12/14
15128,10,12,23,30,32,3,4,2010/12/15
15129,1,6,23,25,29,3,9,2010/12/16
15130,17,25,31,32,34,2,12,2010/12/17
15131,11,17,19,20,27,2,3,2010/12/18
15132,3,8,14,18,27,1,5,2010/12/19
15133,3,7,8,25,30,4,8,2010/12/20
15134,1,2,6,15,35,4,7,2010/12/21
15135,5,16,20,25,29,6,8,2010/12/22
15136,5,20,23,29,32,2,10,2010/12/23
15137,14,17,21,23,26,8,11,2010/12/24
15138,1,16,20,29,32,4,7,2010/12/25
15139,2,3,5,25,32,5,7,2010/12/26
15140,1,11,15,26,35,6,11,2010/12/27
15141,2,4,15,19,31,2,3,2010/12/28
15142,12,14,22,26,30,3,6,2010/12/29
15143,9,20,31,33,35,10,11,2010/12/30
15144,1,9,24,26,29,6,11,2010/12/31
15145,6,7,20,29,32,11,12,2011/1/1
15146,4,15,19,27,31,4,11,2011/1/2
15147,1,2,13,18,19,8,10,2011/1/3
15148,8,11,27,31,33,8,9,2011/1/4
15149,4,6,10,12,28,2,8,2011/1/5
15150,4,13,18,25,33,3,7,2011/1/6
15151,15,16,18,30,35,1,7,2011/1/7
15152,4,5,22,29,35,2,11,2011/1/8
15153,1,7,22,27,33,2,11,2011/1/9
16001,1,7,19,20,30,5,10,2011/1/10
16002,7,12,18,25,35,7,9,2011/1/11
16003,4,12,17,22,26,6,7,2011/1/12
16004,10,20,23,32,35,9,10,2011/1/13
16005,6,9,12,15,20,8,11,2011/1/14
16006,14,16,17,22,24,2,9,2011/1/15
16007,2,5,14,32,35,1,3,2011/1/16
16008,5,12,31,34,35,4,5,2011/1/17
16009,5,8,10,17,20,2,12,2011/1/18
16010,12,13,15,16,28,2,5,2011/1/19
16011,2,8,10,15,23,5,10,2011/1/20
16012,5,7,11,23,28,3,12,2011/1/21
16013,3,21,23,31,35,2,11,2011/1/22
16014,6,8,21,24,27,2,10,2011/1/23
16015,1,4,10,13,30,3,9,2011/1/24
16016,3,10,22,29,32,2,5,2011/1/25
16017,11,18,24,28,29,5,10,2011/1/26
16018,5,10,13,27,33,8,11,2011/1/27
16019,4,11,15,20,26,8,9,2011/1/28
16020,1,16,22,29,30,2,9,2011/1/29
16021,1,4,9,10,35,9,11,2011/1/30
16022,4,18,21,30,35,2,11,2011/1/31
16023,4,9,14,25,27,6,11,2011/2/1
16024,1,2,11,15,18,4,8,2011/2/2
16025,3,6,13,23,24,7,10,2011/2/3
16026,2,6,29,30,34,1,7,2011/2/4
16027,6,11,13,15,28,2,6,2011/2/5
16028,13,18,20,23,31,3,6,2011/2/6
16029,20,26,27,29,32,5,12,2011/2/7
16030,10,19,21,29,33,4,6,2011/2/8
16031,3,14,24,27,29,4,11,2011/2/9
16032,5,9,14,20,33,5,12,2011/2/10
16033,3,14,15,31,35,9,10,2011/2/11
16034,14,18,31,32,35,9,10,2011/2/12
16035,17,22,24,25,29,9,12,2011/2/13
16036,7,15,26,30,31,3,6,2011/2/14
16037,3,5,13,24,34,3,5,2011/2/15
16038,3,7,9,15,33,5,12,2011/2/16
16039,1,8,16,22,28,4,5,2011/2/17
16040,20,22,29,30,35,1,6,2011/2/18
16041,12,23,24,27,34,3,6,2011/2/19
16042,2,6,8,19,24,1,6,2011/2/20
16043,1,9,16,33,34,9,12,2011/2/21
16044,1,6,10,20,31,5,11,2011/2/22
16045,7,11,25,30,33,2,8,2011/2/23
16046,3,19,22,32,34,8,12,2011/2/24
16047,2,3,23,29,32,5,9,2011/2/25
16048,4,12,17,25,27,4,10,2011/2/26
16049,3,4,5,27,33,4,9,2011/2/27
16050,7,17,21,29,35,4,5,2011/2/28
16051,16,21,23,24,32,7,8,2011/3/1
16052,8,14,19,20,33,10,11,2011/3/2
16053,4,13,15,30,35,3,5,2011/3/3
16054,2,5,9,21,30,6,7,2011/3/4
16055,6,21,27,30,34,4,9,2011/3/5
16056,10,12,14,31,35,4,5,2011/3/6
16057,8,17,19,23,30,3,8,2011/3/7
16058,2,15,17,23,28,5,9,2011/3/8
16059,2,10,27,28,33,5,7,2011/3/9
16060,2,6,22,27,34,8,11,2011/3/10
16061,9,15,17,21,23,7,12,2011/3/11
16062,2,10,14,15,35,1,9,2011/3/12
16063,8,12,22,27,35,5,9,2011/3/13
16064,1,2,10,18,35,5,11,2011/3/14
16065,1,9,18,22,24,11,12,2011/3/15
16066,10,28,29,31,33,5,11,2011/3/16
16067,2,8,11,13,19,2,8,2011/3/17
16068,5,7,22,26,34,7,12,2011/3/18
16069,14,17,19,23,30,2,9,2011/3/19
16070,2,9,13,19,23,5,7,2011/3/20
16071,8,15,19,20,33,7,12,2011/3/21
16072,16,20,24,26,31,4,9,2011/3/22
16073,7,14,17,24,27,8,10,2011/3/23
16074,1,5,7,11,14,3,8,2011/3/24
16075,3,7,17,22,31,8,12,2011/3/25
16076,3,8,10,17,31,5,6,2011/3/26
16077,9,11,14,16,35,2,5,2011/3/27
16078,7,18,29,31,35,5,11,2011/3/28
16079,7,14,15,20,27,5,10,2011/3/29
16080,15,20,29,30,33,7,12,2011/3/30
16081,6,7,18,21,33,3,8,2011/3/31
16082,3,8,23,28,29,2,7,2011/4/1
16083,1,5,9,33,35,1,5,2011/4/2
16084,8,12,15,26,35,1,8,2011/4/3
16085,14,15,27,31,32,1,7,2011/4/4
16086,3,5,22,25,30,7,9,2011/4/5
16087,3,16,17,23,25,7,9,2011/4/6
16088,4,6,17,21,30,6,11,2011/4/7
16089,7,14,17,28,34,7,10,2011/4/8
16090,4,6,8,28,32,7,12,2011/4/9
16091,8,13,17,21,22,2,8,2011/4/10
16092,2,13,31,33,34,7,11,2011/4/11
16093,1,8,14,30,35,6,7,2011/4/12
16094,1,14,16,17,18,5,7,2011/4/13
16095,8,12,18,19,21,3,6,2011/4/14
16096,1,6,8,12,21,5,10,2011/4/15
16097,6,8,18,31,33,10,12,2011/4/16
16098,8,9,11,20,29,4,5,2011/4/17
16099,3,4,12,14,27,1,5,2011/4/18
16100,8,12,19,26,30,2,12,2011/4/19
16101,4,6,28,33,35,7,12,2011/4/20
16102,3,5,6,34,35,3,12,2011/4/21
16103,5,14,20,23,29,3,11,2011/4/22
16104,1,20,22,23,30,6,7,2011/4/23
16105,8,11,31,34,35,1,2,2011/4/24
16106,3,21,30,33,35,1,4,2011/4/25
16107,2,6,19,24,26,4,6,2011/4/26
16108,10,17,22,23,25,7,9,2011/4/27
16109,3,25,28,31,34,11,12,2011/4/28
16110,7,20,21,23,30,7,10,2011/4/29
16111,4,9,22,26,27,2,12,2011/4/30
16112,7,22,23,31,32,4,5,2011/5/1
16113,10,11,17,30,34,3,12,2011/5/2
16114,16,17,20,32,33,3,7,2011/5/3
16115,1,4,15,31,34,2,11,2011/5/4
16116,4,6,8,19,34,10,12,2011/5/5
16117,3,9,14,16,23,2,9,2011/5/6
16118,12,15,18,24,29,3,11,2011/5/7
16119,2,3,9,21,22,5,10,2011/5/8
16120,3,10,20,32,34,4,7,2011/5/9
16121,4,5,8,15,20,1,6,2011/5/10
16122,1,3,12,14,29,2,6,2011/5/11
16123,4,5,13,20,32,1,10,2011/5/12
16124,4,13,24,26,29,8,11,2011/5/13
16125,6,7,8,28,30,1,2,2011/5/14
16126,11,13,16,19,24,6,8,2011/5/15
16127,1,5,15,24,26,9,10,2011/5/16
16128,17,20,22,30,33,7,8,2011/5/17
16129,7,8,19,30,35,8,9,2011/5/18
16130,11,23,32,33,34,1,12,2011/5/19
16131,6,13,25,28,30,2,7,2011/5/20
16132,4,18,19,22,35,1,2,2011/5/21
16133,1,4,5,23,28,5,9,2011/5/22
16134,1,3,31,32,34,2,7,2011/5/23
16135,1,10,12,18,35,1,12,2011/5/24
16136,5,6,7,19,23,4,11,2011/5/25
16137,7,20,23,29,34,2,10,2011/5/26
16138,12,13,16,29,35,5,11,2011/5/27
16139,13,21,30,31,35,1,8,2011/5/28
16140,12,16,23,29,34,4,11,2011/5/29
16141,2,6,7,19,28,11,12,2011/5/30
16142,1,6,17,23,26,6,12,2011/5/31
16143,4,6,22,27,31,6,7,2011/6/1
16144,4,5,13,22,31,5,10,2011/6/2
16145,1,9,11,17,28,3,8,2011/6/3
16146,21,22,25,29,34,1,11,2011/6/4
16147,7,19,20,28,30,4,12,2011/6/5
16148,5,14,15,23,25,6,8,2011/6/6
16149,1,2,3,12,33,4,9,2011/6/7
16150,1,10,18,24,29,7,10,2011/6/8
16151,4,7,11,14,21,5,12,2011/6/9
16152,8,17,22,24,30,5,11,2011/6/10
16153,13,18,25,29,35,3,11,2011/6/11
16154,6,16,17,21,29,4,6,2011/6/12
17001,7,9,20,31,33,8,10,2011/6/13
17002,7,12,14,31,34,9,11,2011/6/14
17003,3,5,6,13,22,9,12,2011/6/15
17004,5,8,11,28,31,6,7,2011/6/16
17005,5,9,20,26,35,2,11,2011/6/17
17006,4,6,23,32,33,5,6,2011/6/18
17007,8,11,17,25,27,2,4,2011/6/19
17008,3,4,9,25,32,2,4,2011/6/20
17009,5,6,8,12,22,3,4,2011/6/21
17010,4,10,13,18,35,1,2,2011/6/22
17011,5,15,21,29,34,6,9,2011/6/23
17012,4,5,24,26,35,7,12,2011/6/24
17013,5,12,17,30,34,11,12,2011/6/25
17014,4,8,15,24,25,2,5,2011/6/26
17015,1,7,19,27,34,1,2,2011/6/27
17016,3,13,28,30,33,9,10,2011/6/28
17017,4,19,24,26,29,4,6,2011/6/29
17018,6,7,10,17,23,1,9,2011/6/30
17019,2,6,14,23,25,2,10,2011/7/1
17020,16,21,24,27,28,4,7,2011/7/2
17021,1,15,17,20,26,6,8,2011/7/3
17022,2,3,9,17,24,6,12,2011/7/4
17023,5,8,12,24,34,7,10,2011/7/5
17024,21,23,29,32,35,11,12,2011/7/6
17025,10,16,19,20,34,4,5,2011/7/7
17026,10,14,19,25,32,2,7,2011/7/8
17027,8,17,25,33,34,3,11,2011/7/9
17028,6,18,22,23,33,9,11,2011/7/10
17029,1,6,14,17,29,1,11,2011/7/11
17030,21,22,24,29,34,5,6,2011/7/12
17031,2,16,17,30,32,2,9,2011/7/13
17032,2,13,14,18,29,3,9,2011/7/14
17033,15,22,23,25,34,5,11,2011/7/15
17034,6,12,21,26,29,2,11,2011/7/16
17035,14,17,22,30,33,7,12,2011/7/17
17036,1,4,9,18,33,2,5,2011/7/18
17037,13,15,16,32,34,6,11,2011/7/19
17038,4,5,13,18,27,3,9,2011/7/20
17039,5,6,14,17,26,3,8,2011/7/21
17040,4,6,10,23,29,9,11,2011/7/22
17041,2,4,6,25,31,5,9,2011/7/23
17042,2,17,31,33,34,1,7,2011/7/24
17043,6,13,22,25,35,9,12,2011/7/25
17044,11,16,17,18,25,2,9,2011/7/26
17045,1,8,11,21,35,9,12,2011/7/27
17046,4,17,20,23,30,2,3,2011/7/28
17047,15,19,32,33,34,9,12,2011/7/29
17048,7,9,13,15,19,3,10,2011/7/30
17049,9,12,14,22,31,5,8,2011/7/31
17050,12,14,17,20,28,2,6,2011/8/1
17051,14,17,18,22,29,10,11,2011/8/2
17052,3,19,24,28,33,4,12,2011/8/3
17053,6,19,20,22,26,1,11,2011/8/4
17054,16,29,30,32,33,4,5,2011/8/5
17055,19,20,22,30,33,3,9,2011/8/6
17056,1,4,24,27,32,3,10,2011/8/7
17057,12,16,19,23,24,2,5,2011/8/8
17058,14,18,20,21,28,3,6,2011/8/9
17059,8,11,13,15,17,3,10,2011/8/10
17060,9,15,20,26,31,5,12,2011/8/11
17061,10,19,23,25,30,2,4,2011/8/12
17062,1,4,6,8,28,8,12,2011/8/13
17063,18,21,22,24,29,5,11,2011/8/14
17064,1,8,20,27,30,3,4,2011/8/15
17065,5,11,12,19,28,5,12,2011/8/16
17066,11,15,23,26,30,2,11,2011/8/17
17067,10,17,18,32,35,10,11,2011/8/18
17068,7,8,19,24,27,6,7,2011/8/19
17069,10,16,20,23,32,8,11,2011/8/20
17070,6,16,18,26,30,2,3,2011/8/21
17071,1,4,11,14,33,5,7,2011/8/22
17072,1,3,29,32,34,2,5,2011/8/23
17073,7,18,28,31,33,1,2,2011/8/24
17074,8,10,11,13,17,8,11,2011/8/25
17075,5,11,16,18,35,1,6,2011/8/26
17076,2,7,25,30,35,7,12,2011/8/27
17077,1,3,4,25,31,6,9,2011/8/28
17078,4,5,27,31,34,3,6,2011/8/29
17079,1,17,19,32,33,2,11,2011/8/30
17080,8,10,21,30,31,2,5,2011/8/31
17081,2,12,15,20,34,1,6,2011/9/1
17082,5,13,20,21,25,8,9,2011/9/2
17083,2,5,14,22,34,3,9,2011/9/3
17084,6,11,14,21,31,9,12,2011/9/4
17085,9,13,14,25,30,2,5,2011/9/5
17086,12,15,18,22,31,1,8,2011/9/6
17087,3,14,21,29,35,2,6,2011/9/7
17088,5,28,31,34,35,8,9,2011/9/8
17089,3,5,6,15,18,3,10,2011/9/9
17090,3,6,15,22,35,9,11,2011/9/10
17091,1,5,7,16,19,3,12,2011/9/11
17092,3,7,9,17,34,4,5,2011/9/12
17093,5,6,17,21,29,2,4,2011/9/13
17094,3,5,8,29,33,4,8,2011/9/14
17095,15,32,33,34,35,3,12,2011/9/15
17096,3,7,9,17,28,4,12,2011/9/16
17097,7,14,19,22,34,7,12,2011/9/17
17098,6,9,17,30,35,10,11,2011/9/18
17099,8,9,17,18,24,3,7,2011/9/19
17100,2,5,18,19,31,1,9,2011/9/20
17101,5,15,21,25,29,5,8,2011/9/21
17102,1,12,23,24,29,8,12,2011/9/22
17103,4,19,20,24,29,3,4,2011/9/23
17104,9,11,22,27,30,9,11,2011/9/24
17105,4,15,22,24,32,2,9,2011/9/25
17106,9,12,18,23,29,2,4,2011/9/26
17107,4,10,19,25,27,6,12,2011/9/27
17108,1,4,15,21,22,4,9,2011/9/28
17109,6,9,19,26,34,5,7,2011/9/29
17110,10,14,20,21,35,2,5,2011/9/30
17111,2,14,17,26,34,8,12,2011/10/1
17112,5,6,20,31,32,6,12,2011/10/2
17113,5,8,17,18,23,4,12,2011/10/3
17114,6,7,12,18,23,1,12,2011/10/4
17115,14,19,20,25,31,6,8,2011/10/5
17116,2,27,30,32,33,1,3,2011/10/6
17117,5,7,9,24,32,8,10,2011/10/7
17118,2,7,16,20,33,3,11,2011/10/8
17119,5,7,13,29,35,3,8,2011/10/9
17120,8,15,24,26,27,5,6,2011/10/10
17121,1,6,12,26,31,1,7,2011/10/11
17122,3,12,18,29,34,3,11,2011/10/12
17123,3,15,23,26,32,1,12,2011/10/13
17124,3,29,30,32,35,3,8,2011/10/14
17125,7,11,18,26,28,4,5,2011/10/15
17126,3,4,13,24,33,1,11,2011/10/16
17127,2,15,18,21,22,3,10,2011/10/17
17128,9,11,13,18,33,2,3,2011/10/18
17129,5,17,20,32,33,4,9,2011/10/19
17130,5,18,28,33,34,3,4,2011/10/20
17131,3,5,8,19,34,1,12,2011/10/21
17132,11,17,23,26,27,1,10,2011/10/22
17133,15,17,19,32,33,1,3,2011/10/23
17134,7,18,19,32,34,2,10,2011/10/24
17135,1,12,15,19,22,2,4,2011/10/25
17136,1,11,20,21,22,3,4,2011/10/26
17137,1,20,22,28,29,5,7,2011/10/27
17138,4,7,9,20,25,2,11,2011/10/28
17139,2,6,19,25,32,9,12,2011/10/29
17140,10,16,25,26,29,1,5,2011/10/30
17141,2,8,21,22,29,3,5,2011/10/31
17142,1,5,16,19,28,2,10,2011/11/1
17143,6,9,24,29,32,2,7,2011/11/2
17144,3,21,23,29,32,10,11,2011/11/3
17145,4,7,17,18,19,3,10,2011/11/4
17146,1,5,11,14,35,9,10,2011/11/5
17147,5,16,17,25,34,1,11,2011/11/6
17148,19,27,31,32,35,11,12,2011/11/7
17149,10,18,19,25,26,4,12,2011/11/8
17150,3,6,10,13,18,9,11,2011/11/9
17151,5,6,23,28,32,4,5,2011/11/10
17152,2,4,7,23,28,2,8,2011/11/11
17153,1,9,24,26,34,9,12,2011/11/12
18001,1,13,22,25,35,3,4,2011/11/13
18002,12,20,23,27,34,1,6,2011/11/14
18003,4,21,23,24,30,9,10,2011/11/15
18004,4,9,22,28,30,1,10,2011/11/16
18005,4,9,23,24,30,8,11,2011/11/17
18006,19,20,30,32,33,3,5,2011/11/18
18007,3,4,28,31,34,4,11,2011/11/19
18008,9,15,17,20,22,10,11,2011/11/20
18009,10,12,28,30,34,3,4,2011/11/21
18010,24,25,26,28,29,4,12,2011/11/22
18011,3,13,15,23,26,1,10,2011/11/23
18012,3,22,24,29,34,7,11,2011/11/24
18013,8,24,31,33,35,7,10,2011/11/25
18014,14,16,18,24,31,1,8,2011/11/26
18015,4,13,15,18,29,5,11,2011/11/27
18016,1,2,12,13,23,9,12,2011/11/28
18017,4,19,21,23,31,4,9,2011/11/29
18018,6,8,13,24,28,6,12,2011/11/30
18019,10,11,19,21,28,5,12,2011/12/1
18020,1,10,13,14,21,9,12,2011/12/2
18021,5,6,8,9,15,4,11,2011/12/3
18022,2,10,19,33,35,5,6,2011/12/4
18023,12,13,18,21,29,2,8,2011/12/5
18024,2,16,24,30,32,4,7,2011/12/6
18025,7,8,9,15,34,7,8,2011/12/7
18026,1,2,3,4,30,3,5,2011/12/8
18027,1,18,20,21,26,4,11,2011/12/9
18028,4,19,25,30,35,4,7,2011/12/10
18029,3,9,21,25,29,1,8,2011/12/11
18030,5,18,21,28,32,9,11,2011/12/12
18031,3,8,13,17,23,5,11,2011/12/13
18032,7,10,17,32,35,5,12,2011/12/14
18033,2,3,19,23,34,4,9,2011/12/15
18034,8,11,22,27,32,3,7,2011/12/16
18035,5,7,10,12,24,7,11,2011/12/17
18036,11,17,18,21,27,7,8,2011/12/18
18037,1,3,27,30,31,2,11,2011/12/19
18038,14,23,25,31,32,1,3,2011/12/20
18039,2,7,14,29,32,10,11,2011/12/21
18040,5,7,18,27,31,1,8,2011/12/22
18041,1,23,25,31,33,1,12,2011/12/23
18042,3,19,25,29,35,5,9,2011/12/24
18043,3,6,13,28,33,4,11,2011/12/25
18044,2,4,6,18,21,5,8,2011/12/26
18045,2,5,20,30,35,5,9,2011/12/27
18046,10,20,22,29,32,5,10,2011/12/28
18047,3,8,10,14,20,4,8,2011/12/29
18048,2,3,11,20,25,2,7,2011/12/30
18049,4,7,9,10,13,6,12,2011/12/31
18050,22,24,26,34,35,6,12,2012/1/1
18051,9,18,28,29,35,3,11,2012/1/2
18052,5,16,18,19,25,2,7,2012/1/3
18053,11,16,21,23,25,2,12,2012/1/4
18054,9,10,12,20,30,1,7,2012/1/5
18055,3,7,20,33,34,9,10,2012/1/6
18056,2,4,16,28,34,5,7,2012/1/7
18057,13,19,22,27,28,5,6,2012/1/8
18058,9,11,12,26,32,4,10,2012/1/9
18059,1,9,10,27,35,6,11,2012/1/10
18060,4,22,27,29,31,2,10,2012/1/11
18061,4,10,12,28,31,8,11,2012/1/12
18062,12,14,19,23,35,2,7,2012/1/13
18063,5,14,15,32,34,3,10,2012/1/14
18064,1,3,4,11,29,2,4,2012/1/15
18065,7,10,28,31,32,8,10,2012/1/16
18066,1,20,23,32,33,1,4,2012/1/17
18067,3,7,12,18,31,7,10,2012/1/18
18068,8,12,16,26,33,5,6,2012/1/19
18069,1,8,13,21,24,2,11,2012/1/20
18070,2,5,10,16,30,4,7,2012/1/21
18071,2,5,23,30,31,3,9,2012/1/22
18072,5,12,17,24,26,1,2,2012/1/23
18073,13,19,24,25,29,2,8,2012/1/24
18074,3,9,12,28,30,4,12,2012/1/25
18075,1,6,12,20,34,4,12,2012/1/26
18076,7,18,28,29,32,6,8,2012/1/27
18077,1,6,9,15,26,8,9,2012/1/28
18078,7,11,12,22,30,3,6,2012/1/29
18079,3,4,10,27,29,1,5,2012/1/30
18080,7,16,24,26,31,10,11,2012/1/31
18081,2,10,13,21,35,1,12,2012/2/1
18082,1,2,14,17,18,8,10,2012/2/2
18083,7,12,25,27,28,10,11,2012/2/3
18084,6,11,17,22,35,11,12,2012/2/4
18085,1,2,14,25,31,5,7,2012/2/5
18086,16,22,24,29,31,4,5,2012/2/6
18087,3,14,19,23,25,1,4,2012/2/7
18088,8,9,21,25,33,1,8,2012/2/8
18089,26,27,28,32,34,6,10,2012/2/9
18090,6,20,24,33,34,4,11,2012/2/10
18091,6,22,26,28,31,1,7,2012/2/11
18092,5,7,14,18,19,4,10,2012/2/12
18093,3,11,16,18,33,3,11,2012/2/13
18094,11,16,25,30,34,8,10,2012/2/14
18095,7,14,18,29,35,5,12,2012/2/15
18096,13,14,20,28,34,6,10,2012/2/16
18097,10,12,14,18,23,1,4,2012/2/17
18098,2,15,18,25,27,5,7,2012/2/18
18099,12,13,16,20,21,1,7,2012/2/19
18100,6,20,21,26,30,6,9,2012/2/20
18101,3,14,15,23,29,4,5,2012/2/21
18102,6,7,13,22,24,10,12,2012/2/22
18103,14,24,26,28,35,2,3,2012/2/23
18104,1,13,14,26,28,7,11,2012/2/24
18105,1,16,19,20,31,2,7,2012/2/25
18106,4,14,17,24,31,1,4,2012/2/26
